Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"Multiracial, non-Hispanic",Race/Ethnicity,43,31.8,18.8,44.8,54,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE5,CAT4,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),65+,Age Group,41,1.6,1,2.2,36,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE09,CAT3,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"$25,000-$34,999",Household Income,218,31.5,26.5,36.4,81,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME3,CAT6,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Hispanic,Race/Ethnicity,37,32.2,20.5,44,"2,011",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE3,CAT4,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Female,Gender,"1,268",28.3,26.2,30.3,10,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,SEX2,CAT2,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"Black, non-Hispanic",Race/Ethnicity,177,21.7,16.8,26.5,"2,005",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE2,CAT4,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"White, non-Hispanic",Race/Ethnicity,"1,744",35.8,33.8,37.8,38,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE1,CAT4,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Some post-H.S.,Education Attained,532,30.3,27.2,33.4,67,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA3,CAT5,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),55-64,Age Group,11,,,,32,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,AGE05,CAT3,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),45-54,Age Group,285,25.8,22.2,29.5,27,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE04,CAT3,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),55-64,Age Group,508,37.3,33.9,40.8,30,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE05,CAT3,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),55-64,Age Group,511,38.9,35.3,42.6,"1,991",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE05,CAT3,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),55-64,Age Group,385,27.1,23.7,30.6,31,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE05,CAT3,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"$35,000-$49,999",Household Income,236,29.3,24.6,33.9,87,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME4,CAT6,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"Black, non-Hispanic",Race/Ethnicity,216,39.5,33.5,45.6,41,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE2,CAT4,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"$35,000-$49,999",Household Income,333,39.3,34.6,44,86,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME4,CAT6,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Some post-H.S.,Education Attained,614,33.8,30.6,37.1,66,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA3,CAT5,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),H.S. or G.E.D.,Education Attained,674,30,27.2,32.8,63,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA2,CAT5,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"$50,000+",Household Income,15,,,,92,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,INCOME5,CAT6,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Male,Gender,22,,,,"1,967",%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,SEX1,CAT2,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Female,Gender,"1,296",37.3,35,39.6,11,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,SEX2,CAT2,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Overall,Overall,"2,414",35.1,33.4,36.8,2,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,BO1,CAT1,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"$25,000-$34,999",Household Income,203,33.4,28.2,38.5,83,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME3,CAT6,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Female,Gender,89,2.8,1.9,3.8,"1,968",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,SEX2,CAT2,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"Other, non-Hispanic",Race/Ethnicity,1,,,,"2,002",%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,RACE4,CAT4,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),35-44,Age Group,10,,,,24,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,AGE03,CAT3,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"White, non-Hispanic",Race/Ethnicity,97,1.8,1.2,2.4,40,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE1,CAT4,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"Less than $15,000",Household Income,263,37.1,31.4,42.7,75,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME1,CAT6,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Some post-H.S.,Education Attained,642,34,30.8,37.1,65,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA3,CAT5,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),35-44,Age Group,210,28.5,24.4,32.7,"1,983",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE03,CAT3,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),H.S. or G.E.D.,Education Attained,694,34.9,31.9,38,63,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA2,CAT5,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Female,Gender,"1,347",36.8,34.6,39.1,"1,970",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,SEX2,CAT2,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),18-24,Age Group,58,18.5,13.3,23.6,13,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE01,CAT3,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Less than H.S.,Education Attained,18,,,,"2,019",%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,EDUCA1,CAT5,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"Other, non-Hispanic",Race/Ethnicity,45,44,29.7,58.4,51,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE4,CAT4,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"$35,000-$49,999",Household Income,291,37.2,32.5,41.9,"2,048",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME4,CAT6,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),H.S. or G.E.D.,Education Attained,749,33.4,30.6,36.2,62,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA2,CAT5,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"$15,000-$24,999",Household Income,339,32.5,28.2,36.7,79,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME2,CAT6,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"Less than $15,000",Household Income,230,29.6,24.8,34.4,"2,045",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME1,CAT6,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Female,Gender,"1,428",38.9,36.6,41.2,11,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,SEX2,CAT2,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),College graduate,Education Attained,667,38.4,35.3,41.4,"2,030",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA4,CAT5,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Male,Gender,686,26.3,23.9,28.8,7,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,SEX1,CAT2,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"$15,000-$24,999",Household Income,409,36.9,32.6,41.1,"2,046",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME2,CAT6,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"Less than $15,000",Household Income,20,1.8,0.7,2.8,"2,035",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME1,CAT6,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"$35,000-$49,999",Household Income,13,,,,"2,038",%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,INCOME4,CAT6,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),H.S. or G.E.D.,Education Attained,814,36.8,33.9,39.7,"2,028",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA2,CAT5,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Less than H.S.,Education Attained,27,,,,60,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,EDUCA1,CAT5,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),18-24,Age Group,80,23.6,18,29.3,14,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE01,CAT3,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"Less than $15,000",Household Income,16,,,,76,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,INCOME1,CAT6,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),55-64,Age Group,533,36.5,32.9,40.2,"1,997",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE05,CAT3,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Less than H.S.,Education Attained,205,31.5,26.1,37,"2,023",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA1,CAT5,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"Other, non-Hispanic",Race/Ethnicity,51,48.8,36,61.6,51,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE4,CAT4,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Less than H.S.,Education Attained,207,34.3,28.6,40,59,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA1,CAT5,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"Black, non-Hispanic",Race/Ethnicity,135,24.9,19.8,30.1,43,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE2,CAT4,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),35-44,Age Group,266,39.1,34.2,44.1,21,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE03,CAT3,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),College graduate,Education Attained,493,23.1,20.6,25.7,69,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA4,CAT5,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),45-54,Age Group,384,37.7,33.6,41.9,26,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE04,CAT3,_BMI5CAT,RESP040,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),35-44,Age Group,198,26.5,22.5,30.5,23,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE03,CAT3,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),25-34,Age Group,241,40.8,36,45.6,19,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE02,CAT3,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Some post-H.S.,Education Attained,28,1.6,0.8,2.4,68,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA3,CAT5,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Overall,Overall,111,1.9,1.3,2.4,"1,963",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,BO1,CAT1,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"Black, non-Hispanic",Race/Ethnicity,186,25.7,19.4,32,43,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE2,CAT4,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"$35,000-$49,999",Household Income,243,29,24.7,33.2,87,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME4,CAT6,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2011,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Less than H.S.,Education Attained,220,33.8,28.2,39.4,57,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,EDUCA1,CAT5,_BMI5CAT,RESP039,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),18-24,Age Group,16,5.2,2.4,8,16,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,AGE01,CAT3,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2013,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Hispanic,Race/Ethnicity,3,,,,48,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,Topic09,29,RACE3,CAT4,_BMI5CAT,RESP042,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"Other, non-Hispanic",Race/Ethnicity,39,41,28.1,53.8,"2,007",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,RACE4,CAT4,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"$50,000+",Household Income,624,31.2,28.4,34,"2,044",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME5,CAT6,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
2012,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"$25,000-$34,999",Household Income,203,28.6,23.7,33.4,"2,042",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,INCOME3,CAT6,_BMI5CAT,RESP041,"(38.635790776, -92.566300053)"
